Price,Close,High,Low,Open,Volume,MACD,MACD_Signal,MACD_Hist,K,D,J
2024-02-20,675.5543212890625,676.5376609124818,663.7542458080309,663.7542458080309,30166461,21.695357367299266,16.366348448560707,5.329008918738559,73.01492074046016,72.63733798840073,73.770086244579
2024-02-21,669.6542358398438,671.6209149465687,666.7042171797564,666.7042171797564,30564485,21.97392768255645,17.487864295359856,4.4860633871965945,70.95195457577536,71.79464628208805,69.26657116314999
2024-02-22,680.4708862304688,683.4209045233754,673.5875102136865,683.4209045233754,33145643,22.80463234609772,18.55121790550743,4.253414440590291,76.03153675514832,73.91309151861819,80.2684272282086
2024-02-23,685.3875732421875,691.2876097406855,684.4042338257711,689.3209309078529,46448923,23.58780183161798,19.558534690729537,4.029267140888443,80.60835509880502,77.2607233087116,87.30361867899185
2024-02-26,686.3709716796875,688.3376506816351,683.4209531767663,688.3376506816351,28798079,24.011037038004247,20.44903516018448,3.5620018778197675,82.55773637697712,79.90922984284435,87.85474944524265
2024-02-27,686.3709716796875,689.3209901826087,679.4875951728711,688.3376506816351,33006829,24.069001521207156,21.173028432389017,2.8959730888181383,75.56465084937341,77.73694034610888,71.22007185590246
2024-02-29,678.5042114257812,686.3709269205729,676.5375325520833,679.4875508626302,54368302,23.212576847949435,21.5809381155011,1.6316387324483337,65.36852714073405,71.55273374342147,53.000113935359195
2024-03-01,677.5209350585938,685.3876512856891,676.5375955302068,685.3876512856891,23390635,22.198620064989655,21.704474505398814,0.49414555959084083,58.54643560286589,65.04958467314368,45.5401374623103
2024-03-04,712.9210815429688,712.9210815429688,699.1543296235183,702.104347891972,88861397,23.975177062108287,22.15861501674071,1.8165620453675757,79.27321780143295,72.16140123728832,93.4968509297222
2024-03-05,717.8378295898438,725.7045455305544,715.8711506046661,722.7545270527878,64403889,25.486064273708507,22.82410486813427,2.661959405574237,82.96993757819644,77.56566940774238,93.77847391910456
2024-03-06,722.7545166015625,725.7045350366709,705.054405990912,706.0377454692815,43687122,26.771582685170983,23.613600431541613,3.1579822536293705,88.65477237533841,83.1102208915404,99.74387534293442
2024-03-07,747.3380126953125,756.1880681088096,741.4379757529811,742.4213152433696,71817344,29.43474257986179,24.77782886120565,4.656913718656142,88.77183320134046,85.94102704644042,94.43344551114055
2024-03-08,770.9381103515625,782.7381834691885,759.1380372339365,781.7548440427197,87139744,33.068454075860586,26.435953904136635,6.632500171723951,88.8303606715279,87.38569385898415,91.71969429661539
2024-03-11,753.2380981445312,765.0381727890931,748.3214003759638,755.2047772519581,64759810,34.12656377186988,27.974075877683283,6.152487894186599,80.52633640217852,83.95601513058133,73.66697894537288
2024-03-12,757.1713256835938,758.1546650675984,741.4378955395191,744.3879136915331,58110339,34.88042212631103,29.355345127408835,5.525076998902197,78.22611496045002,81.09106504551568,72.4962147903187
2024-03-13,766.021484375,771.9215214818678,764.0548053393775,771.9215214818678,36754557,35.779549768263905,30.64018605557985,5.139363712684055,81.24271541404306,81.16689022977937,81.39436578257045
2024-03-14,770.9381103515625,771.9214497780314,757.1713583809989,766.0214132192184,42010806,36.46845982469631,31.805840809403144,4.662619015293167,83.56253439683192,82.36471231330565,85.95817856388447
2024-03-15,740.4546508789062,764.0547991140905,740.4546508789062,758.1547620552944,73316437,34.16088022636495,32.27684869279551,1.8840315335694413,64.56610467487211,73.46540849408888,46.767497036438556
2024-03-18,754.7794799804688,755.7674112369878,744.9001674152794,744.9001674152794,43589856,33.1063711220836,32.442753178653135,0.6636179434304665,64.28785153985763,68.87663001697325,55.11029458562638
2024-03-19,752.8035278320312,755.7673212486927,745.888009859821,748.8518032764825,30152375,31.745282380425465,32.303259019007605,-0.5579766385821401,46.746391785224645,57.81151090109895,24.616153553476025
2024-03-20,748.8518676757812,759.7191111380947,742.9242803327012,754.7794550188613,41280325,30.00190056318138,31.842987327842362,-1.8410867646609823,33.302849687438446,45.5571802942687,8.794188473777936
2024-03-21,774.5380249023438,774.5380249023438,762.6828510517977,763.6707822060098,46026103,30.343139310614106,31.543017724396712,-1.1998784137826064,66.65142484371923,56.10430256899396,87.74566939316978
2024-03-22,775.5260009765625,779.4777258223029,765.6466888622114,778.4897946108678,30660820,30.343513750442185,31.30311692960581,-0.9596031791636257,78.26239430626723,67.1833484376306,100.42048604354048
2024-03-25,770.5863037109375,778.4897529797677,769.5983725523337,773.5500971867488,19877101,29.603962162161565,30.963285976116964,-1.359323813955399,77.7386785929452,72.4610135152879,88.29400874825981
2024-03-26,772.5621948242188,782.4415067784927,766.6346076516544,778.4897819967831,40990702,28.844795255454983,30.53958783198457,-1.6947925765295864,77.10457179649501,74.78279265589146,81.74813007770211
2024-03-27,769.598388671875,775.5259757476532,769.598388671875,775.5259757476532,18794479,27.68486177217369,29.968642620022393,-2.2837808478487034,73.2580731839964,74.02043291994393,71.73335371210135
2024-03-28,759.7190551757812,766.6345732332982,758.7311240247075,764.6587109311505,27190918,25.672489997582034,29.109412095534324,-3.4369220979522908,57.87897788800314,65.94970540397354,41.737522856062355
2024-03-29,766.6345825195312,767.6225136825719,758.7311332152062,759.7190643782469,9802000,24.35494745519452,28.158519167466366,-3.8035717122718466,58.939446328858935,62.44457586641624,51.92918725374433
2024-04-01,760.70703125,773.5501369724026,759.7191000405844,773.5501369724026,21041261,22.572282428059907,27.041271819585077,-4.46898939152517,51.9697219202792,57.20714889334772,41.49486797414215
2024-04-02,780.4656372070312,780.4656372070312,773.5501189026652,774.5380500890031,37974481,22.494558652055957,26.131929186079255,-3.6373705340232974,71.81818513719027,64.51266701526899,86.42922138103285
2024-04-03,770.5863037109375,775.5259595039563,768.61044139373,773.5500971867488,30890544,21.38922072926414,25.183387494716232,-3.7941667654520934,60.90906791555032,62.71086746540965,57.30546881583166
2024-04-08,773.5501708984375,782.4415521731322,773.5501708984375,779.4777584149006,32202226,20.51589728073202,24.24988945191939,-3.7339921711873707,61.704595704792936,62.20773158510129,60.69832394417621
2024-04-09,809.1156005859375,810.103531722184,782.4414599072802,785.4052533160199,56857731,22.434998402614383,23.886911242058392,-1.4519128394440095,79.89075917772087,71.04924538141108,97.57378677034043
2024-04-10,805.1639404296875,809.1156652906922,800.2242843534318,805.1639404296875,27480849,23.367666010968264,23.78306219584037,-0.4153961848721046,85.13774888408119,78.09349713274614,99.2262523867513
2024-04-11,810.1036376953125,810.1036376953125,801.2122563059737,801.2122563059737,25200651,24.22614023230983,23.87167780313426,0.3544624291755696,92.5688744420406,85.33118578739337,107.04425175133503
2024-04-12,808.127685546875,816.0311347942771,807.1397543909497,813.0673413265014,31508936,24.46502681288962,23.990347605085333,0.47467920780428585,89.38788483917105,87.35953531328221,93.4445838909487
2024-04-15,796.2725219726562,802.2001089848596,793.3087284665546,794.2966596352551,38913470,23.42767388505422,23.87781286107911,-0.45013897602489195,77.15007909796653,82.25480720562436,66.94062288265087
2024-04-16,778.48974609375,793.3087133417274,775.5259526441545,792.3207821918622,49508969,20.929381932620117,23.28812667538731,-2.3587447427671933,48.99169944108223,65.6232533233533,15.728591676540105
2024-04-17,794.2966918945312,798.2484167298275,783.4294485974667,788.369104641587,34472074,19.994472154192863,22.62939577114842,-2.6349236169555574,51.57922689075443,58.60124010705386,37.53520045815556
2024-04-18,794.2966918945312,800.2242791474755,782.4415173886428,786.3932422239388,43598591,19.034135750534006,21.910343767025537,-2.876208016491532,50.20822250396964,54.404731305511746,41.81520490088542
2024-04-19,740.9484252929688,760.7070499674479,736.9967003580729,759.7191187337239,130968654,13.809120027308722,20.290099019082174,-6.480978991773451,27.604113284697323,41.00442229510453,0.8034952638829083
2024-04-22,733.044921875,747.863889298349,731.0690595518868,731.0690595518868,46540798,8.927598945544219,18.01759900437458,-9.090000058830363,14.964847403683203,27.984634849393867,-11.074727487738123
2024-04-23,744.900146484375,751.8156650856888,742.9242840268568,751.8156650856888,30423647,5.94702229538791,15.603483662577249,-9.656461367189339,15.621988850779637,21.80331185008675,3.2593428521654104
2024-04-24,773.5501708984375,775.5260334039252,759.7191333600235,760.7070646127673,39457128,5.829512368377095,13.648689403737219,-7.8191770353601235,32.811037812604255,27.307174831345502,43.81876377512176
2024-04-25,756.7553100585938,764.6587597719994,755.767378844418,760.7070349152966,28534926,4.331252018185978,11.785201926626971,-7.453949908440993,34.46110132176421,30.884138076554855,41.61502781218293
2024-04-26,772.5621948242188,779.4777131922104,772.5621948242188,778.4897819967831,32571247,4.368990391582315,10.30195961961804,-5.932969228035725,47.23055320225119,39.057345639403025,63.5769683279475
2024-04-29,785.4052734375,785.4052734375,777.5018241450472,780.465617629717,26765837,5.373287520612507,9.316225199816936,-3.9429376792044284,62.900969136963646,50.97915738818334,86.74459263452425
2024-04-30,780.4656372070312,792.3208114430875,780.4656372070312,787.3811555113973,39051972,5.704850899380858,8.593950339729721,-2.889099440348863,67.16476466477074,59.07196102647704,83.35037194135813
2024-05-02,762.6829223632812,779.4777535552188,762.6829223632812,779.4777535552188,40527228,4.481046084391664,7.77136948866211,-3.2903234042704455,59.388879155161206,59.23042009081912,59.705797283845385
2024-05-03,770.5863037109375,778.4897529797677,763.6707856007112,778.4897529797677,29901556,4.1016277632370475,7.037421143577097,-2.9357933803400496,61.95249174663841,60.59145591872877,64.6745634024577
2024-05-06,776.513916015625,783.429434351642,776.513916015625,781.4535719699229,32599878,4.2304784617009545,6.476032607201869,-2.2455541455009147,64.97623913775602,62.7838475282424,69.3610223567833
2024-05-07,790.344970703125,790.344970703125,782.4415209960937,787.3811770629883,33890214,5.386551280734352,6.258136341908366,-0.8715850611740139,79.7854448821314,71.2846462051869,96.7870422360204
2024-05-08,792.32080078125,792.32080078125,782.4414890508104,784.4173513968984,21757193,6.388537213209588,6.284216516168611,0.10432069704097735,89.8927078571584,80.58867703117265,108.50076950912992
2024-05-09,786.3932495117188,792.320836819596,786.3932495117188,788.3691119476779,21923999,6.627911991075621,6.352955611150014,0.27495637992560695,84.94634647762592,82.7675117543993,89.30401592407918
2024-05-10,792.32080078125,797.2604566464697,788.3690760890742,793.308731954294,25101318,7.212777664852524,6.524920021890516,0.6878576429620082,85.3303043679962,84.04890806119775,87.89309698159312
2024-05-13,809.1156005859375,815.0431874034169,808.1276694496909,813.0673251309238,34812619,8.928564970153047,7.0056490115430226,1.9229159586100248,87.00476561707015,85.52683683913395,89.96062317294258
2024-05-14,815.043212890625,815.043212890625,801.2121765506629,806.1518323863636,28691846,10.643950706928763,7.733309350620171,2.9106413563085916,93.50238280853507,89.51460982383452,101.4779287779362
2024-05-15,828.874267578125,833.8139235231675,826.8984052001081,827.8863363891165,39467772,12.96994730532083,8.780636941560303,4.1893103637605265,93.23006582352765,91.37233782368108,96.94552182322082
2024-05-16,830.8501586914062,845.6691270390531,826.8984337987004,841.7174021463474,43927195,14.802124588820561,9.984934471012355,4.817190117808206,85.90075113289211,88.6365444782866,80.42916444210317
2024-05-17,824.9225463867188,837.7656518993263,823.9346151934412,837.7656518993263,26207289,15.59604797935026,11.107157172679937,4.488890806670323,76.5441161263953,82.59033030234094,64.451687774504
2024-05-20,824.9225463867188,827.8863399665512,812.0794408741111,823.9346151934412,28808661,16.040334989259804,12.093792735995912,3.9465422532638925,71.86579862314687,77.2280644627439,61.141266943952814
2024-05-21,830.8501586914062,830.8501586914062,819.9829152364651,819.9829152364651,19705349,16.67848522373083,13.010731233542895,3.6677539901879364,73.43290018392383,75.33048232333387,69.63773590510377
2024-05-22,853.5725708007812,854.5605020169859,832.8260152604845,834.8018776928936,36628342,18.801006342383516,14.16878625531102,4.632220087072497,85.97018182356068,80.65033207344727,96.6098813237875
2024-05-23,864.4397583007812,866.4156206054687,856.5363090820312,864.4397583007812,37266618,21.116591904377742,15.558347385124366,5.5582445192533765,91.46993911778411,86.06013559561569,102.28954616212093
2024-05-24,856.5363159179688,861.4759717191105,847.6449354759137,847.6449354759137,34136382,22.05967815854342,16.85861353980818,5.201064618735241,88.15921583091716,87.10967571326643,90.25829606621863
2024-05-27,858.51220703125,867.4035877715047,855.5484134511652,861.4760006113349,26726954,22.70479200023351,18.027849231893246,4.676942768340265,86.04389363978703,86.57678467652673,84.97811156630763
2024-05-28,854.560546875,862.4639970195086,854.560546875,856.5364094111271,25329216,22.63624685518755,18.94952875655211,3.686718098635442,81.4148623759852,83.99582352625596,76.25294007544366
2024-05-29,846.656982421875,857.5242249033693,845.6690512871936,850.6087069606002,33436835,21.69409669280617,19.49844234380292,2.1956543490032487,71.95738576198069,77.97660464411832,59.91894799770543
2024-05-30,827.8863525390625,837.7656646218676,827.8863525390625,830.850146163904,38065102,19.211346498661328,19.441023174774603,-0.22967667611327514,50.26441851022374,64.12051157717103,22.552232376329158
2024-05-31,811.091552734375,835.7898338773218,811.091552734375,827.8863839115788,77438401,15.70748301172182,18.694315142164047,-2.9868321304422274,25.13220925511187,44.62636041614145,-13.856093066947295
2024-06-03,835.789794921875,842.7053133195737,826.8984141248338,828.8742765241764,28345488,14.753518311706898,17.90615577607262,-3.1526374643657213,34.49591250185408,39.561136458997765,24.365464587566706
2024-06-04,828.874267578125,840.7294418462269,826.8984052001081,833.8139235231675,28223635,13.286312809211267,16.98218718270035,-3.695874373489083,33.03740057843612,36.29926851871694,26.513664697874475
2024-06-05,843.6932373046875,846.6570308783573,824.922544671445,830.8501318187847,31975446,13.167521891606157,16.219254124481512,-3.0517322328753558,45.46605101878801,40.882659768752475,54.63283351885909
2024-06-06,883.21044921875,888.150104975007,874.3190688574874,882.2225180674985,62925136,16.076765036010443,16.1907563067873,-0.11399127077685733,69.52789407840638,55.205276923579426,98.17312838806028
2024-06-07,868.3915405273438,877.2829214883747,868.3915405273438,874.3191278346977,41075399,16.990740424066757,16.35075313024319,0.639987293823566,71.94345932360034,63.57436812358988,88.68164172362125
2024-06-11,872.34326171875,884.1984362834442,872.34326171875,881.2346426422706,48228488,17.828428353920458,16.646288174978643,1.1821401789418147,75.71534487604873,69.6448564998193,87.8563216285076
2024-06-12,898.0294799804688,902.9691360859719,877.2829243373557,877.2829243373557,48106925,20.33060664059326,17.383151868101567,2.9474547724916924,85.16949980368327,77.40717815175128,100.69414310754723
2024-06-13,911.4178466796875,927.2858396577888,903.483850190637,915.3848449242129,55857091,23.12733276552433,18.53198804758612,4.595344717938211,85.75653424758997,81.58185619967063,94.10589034342865
2024-06-14,914.3931274414062,914.3931274414062,897.5333843107079,908.4426298658657,38408123,25.292284943934646,19.884047426855822,5.408237517078824,86.58074015472735,84.08129817719899,91.5796241097841
2024-06-17,913.4014282226562,917.3684268251433,905.467431017682,905.467431017682,26292426,26.62113147146215,21.23146423577709,5.38966723568506,86.50844134158743,85.29486975939321,88.9355845059759
2024-06-18,935.2198486328125,942.1620956534166,932.2445999096965,936.2115982071845,37876013,29.09937660157209,22.80504670893609,6.294329892636,90.29351032925051,87.79419004432185,95.29215089910781
2024-06-19,972.9063720703125,975.8816209145642,945.1373828572965,945.1373828572965,72228052,33.71573717315027,24.98718480177893,8.728552371371343,93.76279078692002,90.77849041562094,99.73139152951816
2024-06-20,972.9063720703125,972.9063720703125,962.9888759228068,962.9888759228068,48225374,36.94831896372409,27.379411634167965,9.568907329556126,95.49743101575477,93.13796071568785,100.21637161588859
2024-06-21,961.9971313476562,969.9311283072245,952.0796351481958,953.0713847681419,88376132,38.18965222958889,29.541459753252152,8.648192476336735,91.04371763329775,92.0908391744928,88.94947455090761
2024-06-24,932.24462890625,952.0796210106383,932.24462890625,950.0961218001995,66391994,36.35357807242383,30.90388341708649,5.449694655337339,73.39327419882693,82.74205668665986,54.69570922316106
2024-06-25,937.203369140625,937.203369140625,915.3848780071925,917.3683772011409,57368432,34.896341665165664,31.702375066702327,3.193966598463337,62.01308744308625,72.37757206487305,41.28411819951265
2024-06-26,952.0796508789062,952.0796508789062,943.1539041519165,943.1539041519165,44967166,34.543665055522524,32.27063306446637,2.2730319910561576,65.81668682916322,69.09712944701813,59.255801593453384
2024-06-27,952.0796508789062,953.0714005152385,941.1704048792521,943.1539041519165,39729446,33.87369147183597,32.59124474594029,1.2824467258956815,66.0069418146238,67.55203563082097,62.916754182229454
2024-06-28,958.0300903320312,962.9888382115965,947.1208449969873,948.1125945729004,39138210,33.43743735014459,32.76048326678115,0.6769540833634409,68.24934554070667,67.90069058576381,68.9466554505924
2024-07-01,960.0136108398438,968.9393572216192,957.0383620459187,960.0136108398438,19935737,32.872818949441125,32.782950403313144,0.08986854612798112,71.00990880775751,69.45529969676066,74.11912702975121
2024-07-02,952.0796508789062,962.9888968785605,951.087901242574,959.0218983332317,25427569,31.42292659930581,32.51094564251168,-1.0880190432058683,67.40152930112284,68.42841449894175,65.34775890548502
2024-07-03,970.9228515625,970.9228515625,959.0218564463099,967.9476027834525,24070411,31.432036332799385,32.295163780569226,-0.8631274477698412,83.70076465056141,76.06458957475158,98.97311480218107
2024-07-04,996.7083740234375,1001.6671221529073,988.7743770162857,991.7496258939676,41893299,33.13793849885565,32.46371872422651,0.6742197746291367,88.97681999587759,82.52070478531459,101.8890504170036
2024-07-05,996.7083740234375,1001.6671221529073,991.7496258939676,996.7083740234375,19998094,34.09683121016633,32.79034122141448,1.3064899887518493,91.61484766853567,87.06777622692513,100.70899055175676
2024-07-08,1026.4609375,1041.3371829710145,991.7496980676328,996.708446557971,40146763,36.832956418467006,33.59886426082499,3.234092157642017,88.38168560328148,87.72473091510331,89.69559497963783
2024-07-09,1031.4195556640625,1046.295799255371,1016.5433120727539,1021.5020599365234,46373121,38.95245475237732,34.669582359135454,4.282872393241867,87.11536704262281,87.42004897886306,86.50600317014232
2024-07-10,1036.3782958984375,1041.3370437257029,1006.625808934846,1011.5845567621112,46206302,40.56469677339828,35.848605241988025,4.716091531410257,88.55767952277404,87.98886425081855,89.69531006668501
2024-07-11,1071.089599609375,1071.089599609375,1046.2958588776764,1056.213355170356,41724336,44.134566495886475,37.50579749276771,6.628769003118762,94.27883976138702,91.13385200610279,100.56881527195549
2024-07-12,1031.4195556640625,1036.378303527832,1016.5433120727539,1021.5020599365234,68983062,43.26395304070695,38.657428602355566,4.606524438351386,80.61046883866084,85.87216042238181,70.08708567121889
2024-07-15,1031.4195556640625,1036.378303527832,1016.5433120727539,1031.4195556640625,38393309,42.08881197991718,39.34370527786789,2.7451067020492914,72.60609868872581,79.2391295555538,59.34003695506982
2024-07-16,1046.2957763671875,1061.1720196330716,1026.4607853460086,1031.4195331013034,32125609,41.87517990028948,39.85000020235221,2.0251796979372685,71.24275887734238,75.2409442164481,63.246388199130934
2024-07-17,1021.5020141601562,1036.3782570848186,1011.5845188770479,1026.4607618017103,54022399,39.25274433534457,39.73054902895068,-0.4778046936061102,54.37131523579566,64.80612972612188,33.50168625514323
2024-07-18,996.7083740234375,996.7083740234375,977.8651311314521,979.84863038324,81990095,34.77296461588776,38.7390321463381,-3.9660675304503386,37.29204020159031,51.049084963856096,9.77795067705874
2024-07-19,961.9971313476562,986.7908718463073,961.9971313476562,979.8486245066849,92507621,28.09790456963117,36.61080663099671,-8.512902061365544,18.646020100795155,34.84755253232562,-13.757044762265778
2024-07-22,931.2528686523438,957.0383580931967,930.2611190584648,956.0466084993178,83062356,20.095418853198566,33.30772907543708,-13.212310222238514,9.675122630892401,22.261337581609013,-15.497307270540823
2024-07-23,970.9228515625,970.9228515625,948.1126109231358,955.0548580742467,47213266,16.76121450577,29.998426161503666,-13.237211655733667,19.274176815723422,20.767757198666217,16.28701604983783
2024-07-26,916.3765869140625,922.3270842316863,907.4508409376268,907.4508409376268,82081735,9.606666176077397,25.920074164418413,-16.313407988341016,12.540314252271715,16.654035725468965,4.312871305877216
2024-07-29,936.2116088867188,940.1786072294591,928.2776122012381,934.2281097153486,40809258,5.474054095919541,21.830870150718642,-16.3568160547991,15.625006013312714,16.13952086939084,14.595976301156462
2024-07-30,932.24462890625,941.1703753532247,918.3601344331782,922.3271328540559,41761392,1.8574159823006084,17.836179317035036,-15.978763334734428,15.877035226300952,16.008278047845895,15.614549583211065
2024-07-31,926.2941284179688,932.2446260309321,920.3436308050053,921.3353804071659,39894991,-1.4719833306517103,13.974546787497687,-15.446530118149397,15.246229209119026,15.62725362848246,14.48418037039216
2024-08-01,952.0796508789062,961.0053976058961,940.17865524292,961.0053976058961,47382270,-2.0067475723412826,10.778287915529894,-12.785035487871177,32.623138915322194,24.125196271902325,49.61902420216194
2024-08-02,895.5498657226562,920.3436050837486,895.5498657226562,910.4261093393117,76144485,-6.912352018353431,7.240159928753229,-14.15251194710666,16.311569457661097,20.21838286478171,8.497942643419876
2024-08-05,808.27587890625,849.9293597824003,806.2923798169096,844.9706120590491,144057989,-17.6390285010865,2.2643222427852834,-19.903350743871783,8.758194194195372,14.48828852948854,-2.701994476390965
2024-08-06,872.7396240234375,887.6158676147461,833.0696411132812,860.8386291503907,102930842,-20.699698174778746,-2.3284818407275223,-18.371216334051223,24.559821692606135,19.52405511104734,34.63135485572373
2024-08-07,912.4096069335938,912.4096069335938,885.6323684692384,893.5663650512696,59158704,-19.697207707775647,-5.802227014137148,-13.894980693638498,46.57477130252458,33.04941320678596,73.62548749400182
2024-08-08,888.6076049804688,897.5333510126386,879.6818589482988,893.5663527761186,38236391,-20.586046298745828,-8.758990871058884,-11.827055427686943,49.889938668432805,41.46967593760938,66.73046413007964
2024-08-09,926.2941284179688,926.2941284179688,914.3931331920419,919.3518812028448,49494621,-18.041498637981817,-10.615492424443472,-7.426006213538345,63.727015704978136,52.59834582129376,85.98435547234689
2024-08-12,932.24462890625,940.1786257480053,923.3188824592753,934.2281281166888,38331663,-15.367622242158632,-11.565918387986505,-3.8017038541721266,72.56863108301354,62.58348845215365,92.53891634473332
2024-08-13,933.236328125,937.203326331695,929.2693299183051,937.203326331695,25764381,-13.018465330634513,-11.856427776516107,-1.162037554118406,77.3099351442572,69.94671179820543,92.03638183636073
2024-08-14,940.1785888671875,947.1208358313967,937.2033401682407,943.1538375661343,36780856,-10.475800621879785,-11.580302345588843,1.104501723709058,86.19017914772982,78.06844547296762,102.43364649725419
2024-08-15,935.2198486328125,942.1620956534166,933.2363494840685,937.2033477815565,19476402,-8.759871075348201,-11.016216091540715,2.2563450161925136,88.86974068650656,83.46909307973709,99.67103590004547
2024-08-16,961.0053100585938,961.0053100585938,950.0960650527687,955.0548127826892,44062316,-5.258694353070496,-9.864711743846671,4.6060173907761754,94.43487034325328,88.9519817114952,105.40064760676944
2024-08-19,964.9723510742188,966.9558502542275,956.0466047641797,961.0053527142014,21348863,-2.1392199243636014,-8.319613379950058,6.180393455586456,96.08107189184045,92.51652680166782,103.21016207218571
